Unit	F	f_feminin	score_feminin	f_manuel	score_manuel	f_masculin	score_masculin
正厅	1	0	-0.1933	1	0.4839	0	-0.1628
王御弟	1	0	-0.1933	1	0.4839	0	-0.1628
号名	1	0	-0.1933	1	0.4839	0	-0.1628
连马	1	0	-0.1933	1	0.4839	0	-0.1628
五口	1	0	-0.1933	1	0.4839	0	-0.1628
随身	1	0	-0.1933	1	0.4839	0	-0.1628
乞为	1	0	-0.1933	1	0.4839	0	-0.1628
照验	1	0	-0.1933	1	0.4839	0	-0.1628
换文	1	0	-0.1933	1	0.4839	0	-0.1628
宽	1	0	-0.1933	1	0.4839	0	-0.1628
启奏	1	0	-0.1933	1	0.4839	0	-0.1628
老爷	1	0	-0.1933	1	0.4839	0	-0.1628
坐等	1	0	-0.1933	1	0.4839	0	-0.1628
国王	1	0	-0.1933	1	0.4839	0	-0.1628
禀报	1	0	-0.1933	1	0.4839	0	-0.1628
对众	1	0	-0.1933	1	0.4839	0	-0.1628
文武	1	0	-0.1933	1	0.4839	0	-0.1628
昨夜	1	0	-0.1933	1	0.4839	0	-0.1628
梦见	1	0	-0.1933	1	0.4839	0	-0.1628
金屏生	1	0	-0.1933	1	0.4839	0	-0.1628
彩艳	1	0	-0.1933	1	0.4839	0	-0.1628
玉镜展	1	0	-0.1933	1	0.4839	0	-0.1628
官问	1	0	-0.1933	1	0.4839	0	-0.1628
怎见得	1	0	-0.1933	1	0.4839	0	-0.1628
混沌	1	0	-0.1933	1	0.4839	0	-0.1628
开辟	1	0	-0.1933	1	0.4839	0	-0.1628
历代帝王	1	0	-0.1933	1	0.4839	0	-0.1628
幸今	1	0	-0.1933	1	0.4839	0	-0.1628
天赐	1	0	-0.1933	1	0.4839	0	-0.1628
以一国	1	0	-0.1933	1	0.4839	0	-0.1628
愿招	1	0	-0.1933	1	0.4839	0	-0.1628
皇后	1	0	-0.1933	1	0.4839	0	-0.1628
相配	1	0	-0.1933	1	0.4839	0	-0.1628
生子	1	0	-0.1933	1	0.4839	0	-0.1628
生孙永传	1	0	-0.1933	1	0.4839	0	-0.1628
帝业	1	0	-0.1933	1	0.4839	0	-0.1628
公之言	1	0	-0.1933	1	0.4839	0	-0.1628
万代	1	0	-0.1933	1	0.4839	0	-0.1628
传家	1	0	-0.1933	1	0.4839	0	-0.1628
之好	1	0	-0.1933	1	0.4839	0	-0.1628
凶恶	1	0	-0.1933	1	0.4839	0	-0.1628
不成	1	0	-0.1933	1	0.4839	0	-0.1628
相貌堂堂	1	0	-0.1933	1	0.4839	0	-0.1628
丰姿	1	0	-0.1933	1	0.4839	0	-0.1628
英俊	1	0	-0.1933	1	0.4839	0	-0.1628
天朝	1	0	-0.1933	1	0.4839	0	-0.1628
上国	1	0	-0.1933	1	0.4839	0	-0.1628
南	1	0	-0.1933	1	0.4839	0	-0.1628
赡	1	0	-0.1933	1	0.4839	0	-0.1628
分开	1	0	-0.1933	1	0.4839	0	-0.1628
有何不可	1	0	-0.1933	1	0.4839	0	-0.1628
官拜	1	0	-0.1933	1	0.4839	0	-0.1628
奏道	1	0	-0.1933	1	0.4839	0	-0.1628
言极	1	0	-0.1933	1	0.4839	0	-0.1628
匹配	1	0	-0.1933	1	0.4839	0	-0.1628
之事	1	0	-0.1933	1	0.4839	0	-0.1628
无媒	1	0	-0.1933	1	0.4839	0	-0.1628
姻缘	1	0	-0.1933	1	0.4839	0	-0.1628
配合	1	0	-0.1933	1	0.4839	0	-0.1628
红叶	1	0	-0.1933	1	0.4839	0	-0.1628
老夫妻	1	0	-0.1933	1	0.4839	0	-0.1628
系赤绳	1	0	-0.1933	1	0.4839	0	-0.1628
依卿	1	0	-0.1933	1	0.4839	0	-0.1628
所奏	1	0	-0.1933	1	0.4839	0	-0.1628
当驾	1	0	-0.1933	1	0.4839	0	-0.1628
作媒	1	0	-0.1933	1	0.4839	0	-0.1628
迎阳	1	0	-0.1933	1	0.4839	0	-0.1628
主婚	1	0	-0.1933	1	0.4839	0	-0.1628
驿	1	0	-0.1933	1	0.4839	0	-0.1628
许可	1	0	-0.1933	1	0.4839	0	-0.1628
迎接	1	0	-0.1933	1	0.4839	0	-0.1628
领旨	1	0	-0.1933	1	0.4839	0	-0.1628
出朝	1	0	-0.1933	1	0.4839	0	-0.1628
驿厅	1	0	-0.1933	1	0.4839	0	-0.1628
外面	1	0	-0.1933	1	0.4839	0	-0.1628
本官	1	0	-0.1933	1	0.4839	0	-0.1628
老姆来	1	0	-0.1933	1	0.4839	0	-0.1628
猜	1	0	-0.1933	1	0.4839	0	-0.1628
相请	1	0	-0.1933	1	0.4839	0	-0.1628
就是说	1	0	-0.1933	1	0.4839	0	-0.1628
假若	1	0	-0.1933	1	0.4839	0	-0.1628
强逼	1	0	-0.1933	1	0.4839	0	-0.1628
二女	1	0	-0.1933	1	0.4839	0	-0.1628
大喜	1	0	-0.1933	1	0.4839	0	-0.1628
喜从何来	1	0	-0.1933	1	0.4839	0	-0.1628
从来	1	0	-0.1933	1	0.4839	0	-0.1628
今幸	1	0	-0.1933	1	0.4839	0	-0.1628
降临	1	0	-0.1933	1	0.4839	0	-0.1628
之旨	1	0	-0.1933	1	0.4839	0	-0.1628
只身	1	0	-0.1933	1	0.4839	0	-0.1628
儿女	1	0	-0.1933	1	0.4839	0	-0.1628
相随	1	0	-0.1933	1	0.4839	0	-0.1628
大人	1	0	-0.1933	1	0.4839	0	-0.1628
求	1	0	-0.1933	1	0.4839	0	-0.1628
王愿	1	0	-0.1933	1	0.4839	0	-0.1628
之富招	1	0	-0.1933	1	0.4839	0	-0.1628
王后	1	0	-0.1933	1	0.4839	0	-0.1628
低头不语	1	0	-0.1933	1	0.4839	0	-0.1628
大丈夫	1	0	-0.1933	1	0.4839	0	-0.1628
遇到	1	0	-0.1933	1	0.4839	0	-0.1628
机会	1	0	-0.1933	1	0.4839	0	-0.1628
错过	1	0	-0.1933	1	0.4839	0	-0.1628
似此	1	0	-0.1933	1	0.4839	0	-0.1628
托国	1	0	-0.1933	1	0.4839	0	-0.1628
实稀	1	0	-0.1933	1	0.4839	0	-0.1628
速允	1	0	-0.1933	1	0.4839	0	-0.1628
回奏	1	0	-0.1933	1	0.4839	0	-0.1628
越加	1	0	-0.1933	1	0.4839	0	-0.1628
痴呆	1	0	-0.1933	1	0.4839	0	-0.1628
回复	1	0	-0.1933	1	0.4839	0	-0.1628
修道	1	0	-0.1933	1	0.4839	0	-0.1628
罗汉	1	0	-0.1933	1	0.4839	0	-0.1628
那托国	1	0	-0.1933	1	0.4839	0	-0.1628
爰	1	0	-0.1933	1	0.4839	0	-0.1628
倾国	1	0	-0.1933	1	0.4839	0	-0.1628
之容	1	0	-0.1933	1	0.4839	0	-0.1628
快些	1	0	-0.1933	1	0.4839	0	-0.1628
西去	1	0	-0.1933	1	0.4839	0	-0.1628
胆战心惊	1	0	-0.1933	1	0.4839	0	-0.1628
回话	1	0	-0.1933	1	0.4839	0	-0.1628
形容	1	0	-0.1933	1	0.4839	0	-0.1628
不中	1	0	-0.1933	1	0.4839	0	-0.1628
粗柳	1	0	-0.1933	1	0.4839	0	-0.1628
簸箕	1	0	-0.1933	1	0.4839	0	-0.1628
细柳	1	0	-0.1933	1	0.4839	0	-0.1628
斗	1	0	-0.1933	1	0.4839	0	-0.1628
勿	1	0	-0.1933	1	0.4839	0	-0.1628
胡扯	1	0	-0.1933	1	0.4839	0	-0.1628
尊师	1	0	-0.1933	1	0.4839	0	-0.1628
可行	1	0	-0.1933	1	0.4839	0	-0.1628
可止	1	0	-0.1933	1	0.4839	0	-0.1628
止	1	0	-0.1933	1	0.4839	0	-0.1628
耽搁	1	0	-0.1933	1	0.4839	0	-0.1628
依老孙	1	0	-0.1933	1	0.4839	0	-0.1628
千里姻缘一线牵	1	0	-0.1933	1	0.4839	0	-0.1628
美差	1	0	-0.1933	1	0.4839	0	-0.1628
贪图	1	0	-0.1933	1	0.4839	0	-0.1628
言之有理	1	0	-0.1933	1	0.4839	0	-0.1628
作难	1	0	-0.1933	1	0.4839	0	-0.1628
快换	1	0	-0.1933	1	0.4839	0	-0.1628
爷娘	1	0	-0.1933	1	0.4839	0	-0.1628
讨	1	0	-0.1933	1	0.4839	0	-0.1628
盘缠	1	0	-0.1933	1	0.4839	0	-0.1628
吵	1	0	-0.1933	1	0.4839	0	-0.1628
吃饭	1	0	-0.1933	1	0.4839	0	-0.1628
性情	1	0	-0.1933	1	0.4839	0	-0.1628
此人	1	0	-0.1933	1	0.4839	0	-0.1628
不得不	1	0	-0.1933	1	0.4839	0	-0.1628
倘或	1	0	-0.1933	1	0.4839	0	-0.1628
恶心	1	0	-0.1933	1	0.4839	0	-0.1628
喝令	1	0	-0.1933	1	0.4839	0	-0.1628
多人割	1	0	-0.1933	1	0.4839	0	-0.1628
香袋	1	0	-0.1933	1	0.4839	0	-0.1628
善报	1	0	-0.1933	1	0.4839	0	-0.1628
器械	1	0	-0.1933	1	0.4839	0	-0.1628
动起	1	0	-0.1933	1	0.4839	0	-0.1628
手来	1	0	-0.1933	1	0.4839	0	-0.1628
阻挡	1	0	-0.1933	1	0.4839	0	-0.1628
能动	1	0	-0.1933	1	0.4839	0	-0.1628
枪	1	0	-0.1933	1	0.4839	0	-0.1628
动刀	1	0	-0.1933	1	0.4839	0	-0.1628
此论	1	0	-0.1933	1	0.4839	0	-0.1628
最善	1	0	-0.1933	1	0.4839	0	-0.1628
要行	1	0	-0.1933	1	0.4839	0	-0.1628
夫妇	1	0	-0.1933	1	0.4839	0	-0.1628
之礼	1	0	-0.1933	1	0.4839	0	-0.1628
献计	1	0	-0.1933	1	0.4839	0	-0.1628
出城接	1	0	-0.1933	1	0.4839	0	-0.1628
推辞	1	0	-0.1933	1	0.4839	0	-0.1628
面南	1	0	-0.1933	1	0.4839	0	-0.1628
御宝	1	0	-0.1933	1	0.4839	0	-0.1628
印信	1	0	-0.1933	1	0.4839	0	-0.1628
宣	1	0	-0.1933	1	0.4839	0	-0.1628
进朝	1	0	-0.1933	1	0.4839	0	-0.1628
写个	1	0	-0.1933	1	0.4839	0	-0.1628
手字	1	0	-0.1933	1	0.4839	0	-0.1628
画押	1	0	-0.1933	1	0.4839	0	-0.1628
签押	1	0	-0.1933	1	0.4839	0	-0.1628
会喜	1	0	-0.1933	1	0.4839	0	-0.1628
已毕	1	0	-0.1933	1	0.4839	0	-0.1628
排驾	1	0	-0.1933	1	0.4839	0	-0.1628
戒心	1	0	-0.1933	1	0.4839	0	-0.1628
无毒	1	0	-0.1933	1	0.4839	0	-0.1628
恶之念	1	0	-0.1933	1	0.4839	0	-0.1628
侍候	1	0	-0.1933	1	0.4839	0	-0.1628
定身法	1	0	-0.1933	1	0.4839	0	-0.1628
顺	1	0	-0.1933	1	0.4839	0	-0.1628
行得	1	0	-0.1933	1	0.4839	0	-0.1628
昼夜	1	0	-0.1933	1	0.4839	0	-0.1628
再念个	1	0	-0.1933	1	0.4839	0	-0.1628
回城	1	0	-0.1933	1	0.4839	0	-0.1628
不损	1	0	-0.1933	1	0.4839	0	-0.1628
元	1	0	-0.1933	1	0.4839	0	-0.1628
假亲	1	0	-0.1933	1	0.4839	0	-0.1628
脱网	1	0	-0.1933	1	0.4839	0	-0.1628
岂非	1	0	-0.1933	1	0.4839	0	-0.1628
一举两全	1	0	-0.1933	1	0.4839	0	-0.1628
之美	1	0	-0.1933	1	0.4839	0	-0.1628
如醉方醒	1	0	-0.1933	1	0.4839	0	-0.1628
似梦	1	0	-0.1933	1	0.4839	0	-0.1628
初觉	1	0	-0.1933	1	0.4839	0	-0.1628
乐以忘忧	1	0	-0.1933	1	0.4839	0	-0.1628
回禀	1	0	-0.1933	1	0.4839	0	-0.1628
佳梦	1	0	-0.1933	1	0.4839	0	-0.1628
最准	1	0	-0.1933	1	0.4839	0	-0.1628
早到	1	0	-0.1933	1	0.4839	0	-0.1628
出厅	1	0	-0.1933	1	0.4839	0	-0.1628
迎驾	1	0	-0.1933	1	0.4839	0	-0.1628
凤眼	1	0	-0.1933	1	0.4839	0	-0.1628
簇	1	0	-0.1933	1	0.4839	0	-0.1628
蛾眉	1	0	-0.1933	1	0.4839	0	-0.1628
仪表非凡	1	0	-0.1933	1	0.4839	0	-0.1628
文武百官	1	0	-0.1933	1	0.4839	0	-0.1628
凤荤	1	0	-0.1933	1	0.4839	0	-0.1628
并肩	1	0	-0.1933	1	0.4839	0	-0.1628
眉笑	1	0	-0.1933	1	0.4839	0	-0.1628
眼开	1	0	-0.1933	1	0.4839	0	-0.1628
复入	1	0	-0.1933	1	0.4839	0	-0.1628
牵着	1	0	-0.1933	1	0.4839	0	-0.1628
随大驾	1	0	-0.1933	1	0.4839	0	-0.1628
喜酒	1	0	-0.1933	1	0.4839	0	-0.1628
酒筵	1	0	-0.1933	1	0.4839	0	-0.1628
哪管	1	0	-0.1933	1	0.4839	0	-0.1628
放开	1	0	-0.1933	1	0.4839	0	-0.1628
大吃大喝	1	0	-0.1933	1	0.4839	0	-0.1628
玉屑	1	0	-0.1933	1	0.4839	0	-0.1628
蒸饼	1	0	-0.1933	1	0.4839	0	-0.1628
糖糕	1	0	-0.1933	1	0.4839	0	-0.1628
蘑菇	1	0	-0.1933	1	0.4839	0	-0.1628
笋芽	1	0	-0.1933	1	0.4839	0	-0.1628
木耳	1	0	-0.1933	1	0.4839	0	-0.1628
黄花菜	1	0	-0.1933	1	0.4839	0	-0.1628
石花菜	1	0	-0.1933	1	0.4839	0	-0.1628
紫菜	1	0	-0.1933	1	0.4839	0	-0.1628
蔓菁	1	0	-0.1933	1	0.4839	0	-0.1628
芋头	1	0	-0.1933	1	0.4839	0	-0.1628
山药	1	0	-0.1933	1	0.4839	0	-0.1628
黄精	1	0	-0.1933	1	0.4839	0	-0.1628
一股脑儿	1	0	-0.1933	1	0.4839	0	-0.1628
吃喝	1	0	-0.1933	1	0.4839	0	-0.1628
几碗	1	0	-0.1933	1	0.4839	0	-0.1628
事去	1	0	-0.1933	1	0.4839	0	-0.1628
贪杯	1	0	-0.1933	1	0.4839	0	-0.1628
大事	1	0	-0.1933	1	0.4839	0	-0.1628
早点	1	0	-0.1933	1	0.4839	0	-0.1628
将军	1	0	-0.1933	1	0.4839	0	-0.1628
各自	1	0	-0.1933	1	0.4839	0	-0.1628
前程	1	0	-0.1933	1	0.4839	0	-0.1628
多蒙	1	0	-0.1933	1	0.4839	0	-0.1628
饭酒	1	0	-0.1933	1	0.4839	0	-0.1628
已够	1	0	-0.1933	1	0.4839	0	-0.1628
趁天	1	0	-0.1933	1	0.4839	0	-0.1628
依言	1	0	-0.1933	1	0.4839	0	-0.1628
黄道吉日	1	0	-0.1933	1	0.4839	0	-0.1628
称	1	0	-0.1933	1	0.4839	0	-0.1628
孤	1	0	-0.1933	1	0.4839	0	-0.1628
即换	1	0	-0.1933	1	0.4839	0	-0.1628
即取	1	0	-0.1933	1	0.4839	0	-0.1628
金交椅	1	0	-0.1933	1	0.4839	0	-0.1628
宝印	1	0	-0.1933	1	0.4839	0	-0.1628
九颗	1	0	-0.1933	1	0.4839	0	-0.1628
宝象国	1	0	-0.1933	1	0.4839	0	-0.1628
乌鸡	1	0	-0.1933	1	0.4839	0	-0.1628
车迟	1	0	-0.1933	1	0.4839	0	-0.1628
娇滴滴	1	0	-0.1933	1	0.4839	0	-0.1628
地笑	1	0	-0.1933	1	0.4839	0	-0.1628
俗家	1	0	-0.1933	1	0.4839	0	-0.1628
法名	1	0	-0.1933	1	0.4839	0	-0.1628
玄奘	1	0	-0.1933	1	0.4839	0	-0.1628
圣恩	1	0	-0.1933	1	0.4839	0	-0.1628
认作	1	0	-0.1933	1	0.4839	0	-0.1628
故	1	0	-0.1933	1	0.4839	0	-0.1628
赐姓	1	0	-0.1933	1	0.4839	0	-0.1628
王又问	1	0	-0.1933	1	0.4839	0	-0.1628
祖贯	1	0	-0.1933	1	0.4839	0	-0.1628
东胜	1	0	-0.1933	1	0.4839	0	-0.1628
神洲傲	1	0	-0.1933	1	0.4839	0	-0.1628
来国	1	0	-0.1933	1	0.4839	0	-0.1628
乃西	1	0	-0.1933	1	0.4839	0	-0.1628
乌斯	1	0	-0.1933	1	0.4839	0	-0.1628
庄	1	0	-0.1933	1	0.4839	0	-0.1628
罪犯	1	0	-0.1933	1	0.4839	0	-0.1628
他苦	1	0	-0.1933	1	0.4839	0	-0.1628
将功折罪	1	0	-0.1933	1	0.4839	0	-0.1628
保	1	0	-0.1933	1	0.4839	0	-0.1628
无名	1	0	-0.1933	1	0.4839	0	-0.1628
添上	1	0	-0.1933	1	0.4839	0	-0.1628
笔砚	1	0	-0.1933	1	0.4839	0	-0.1628
地盖	1	0	-0.1933	1	0.4839	0	-0.1628
画个	1	0	-0.1933	1	0.4839	0	-0.1628
接住	1	0	-0.1933	1	0.4839	0	-0.1628
差不多	1	0	-0.1933	1	0.4839	0	-0.1628
敢烦	1	0	-0.1933	1	0.4839	0	-0.1628
相同	1	0	-0.1933	1	0.4839	0	-0.1628
永享	1	0	-0.1933	1	0.4839	0	-0.1628
传言	1	0	-0.1933	1	0.4839	0	-0.1628
香肩	1	0	-0.1933	1	0.4839	0	-0.1628
凤辇	1	0	-0.1933	1	0.4839	0	-0.1628
西城	1	0	-0.1933	1	0.4839	0	-0.1628
满城	1	0	-0.1933	1	0.4839	0	-0.1628
添	1	0	-0.1933	1	0.4839	0	-0.1628
净水	1	0	-0.1933	1	0.4839	0	-0.1628
炉降	1	0	-0.1933	1	0.4839	0	-0.1628
真香	1	0	-0.1933	1	0.4839	0	-0.1628
銮驾	1	0	-0.1933	1	0.4839	0	-0.1628
出城到	1	0	-0.1933	1	0.4839	0	-0.1628
西关	1	0	-0.1933	1	0.4839	0	-0.1628
之外	1	0	-0.1933	1	0.4839	0	-0.1628
同心合意	1	0	-0.1933	1	0.4839	0	-0.1628
高叫	1	0	-0.1933	1	0.4839	0	-0.1628
远送	1	0	-0.1933	1	0.4839	0	-0.1628
拜别	1	0	-0.1933	1	0.4839	0	-0.1628
王闻言	1	0	-0.1933	1	0.4839	0	-0.1628
高登宝	1	0	-0.1933	1	0.4839	0	-0.1628
座	1	0	-0.1933	1	0.4839	0	-0.1628
称君	1	0	-0.1933	1	0.4839	0	-0.1628
君	1	0	-0.1933	1	0.4839	0	-0.1628
喜筵	1	0	-0.1933	1	0.4839	0	-0.1628
变卦	1	0	-0.1933	1	0.4839	0	-0.1628
扶上马	1	0	-0.1933	1	0.4839	0	-0.1628
唐御弟	1	0	-0.1933	1	0.4839	0	-0.1628
贼辈	1	0	-0.1933	1	0.4839	0	-0.1628
何为	1	0	-0.1933	1	0.4839	0	-0.1628
拿出	1	0	-0.1933	1	0.4839	0	-0.1628
宝杖	1	0	-0.1933	1	0.4839	0	-0.1628
不知下落	1	0	-0.1933	1	0.4839	0	-0.1628
烟花	1	0	-0.1933	1	0.4839	0	-0.1628
网	1	0	-0.1933	1	0.4839	0	-0.1628
风月	1	0	-0.1933	1	0.4839	0	-0.1628
魔	1	0	-0.1933	1	0.4839	0	-0.1628
第三十一章	1	0	-0.1933	1	0.4839	0	-0.1628
正要	1	0	-0.1933	1	0.4839	0	-0.1628
法定	1	0	-0.1933	1	0.4839	0	-0.1628
响	1	0	-0.1933	1	0.4839	0	-0.1628
吵嚷	1	0	-0.1933	1	0.4839	0	-0.1628
着急	1	0	-0.1933	1	0.4839	0	-0.1628
抢走了	1	0	-0.1933	1	0.4839	0	-0.1628
弄阵	1	0	-0.1933	1	0.4839	0	-0.1628
灰尘	1	0	-0.1933	1	0.4839	0	-0.1628
滚滚	1	0	-0.1933	1	0.4839	0	-0.1628
西北	1	0	-0.1933	1	0.4839	0	-0.1628
枉费	1	0	-0.1933	1	0.4839	0	-0.1628
腾云	1	0	-0.1933	1	0.4839	0	-0.1628
踏雾	1	0	-0.1933	1	0.4839	0	-0.1628
那阵	1	0	-0.1933	1	0.4839	0	-0.1628
高山	1	0	-0.1933	1	0.4839	0	-0.1628
按落	1	0	-0.1933	1	0.4839	0	-0.1628
找路	1	0	-0.1933	1	0.4839	0	-0.1628
寻访	1	0	-0.1933	1	0.4839	0	-0.1628
青石	1	0	-0.1933	1	0.4839	0	-0.1628
屏风	1	0	-0.1933	1	0.4839	0	-0.1628
后面	1	0	-0.1933	1	0.4839	0	-0.1628
门上	1	0	-0.1933	1	0.4839	0	-0.1628
六个	1	0	-0.1933	1	0.4839	0	-0.1628
打门	1	0	-0.1933	1	0.4839	0	-0.1628
先进	1	0	-0.1933	1	0.4839	0	-0.1628
查个	1	0	-0.1933	1	0.4839	0	-0.1628
虚实	1	0	-0.1933	1	0.4839	0	-0.1628
行动	1	0	-0.1933	1	0.4839	0	-0.1628
夸道	1	0	-0.1933	1	0.4839	0	-0.1628
粗中有细	1	0	-0.1933	1	0.4839	0	-0.1628
蜜蜂	1	0	-0.1933	1	0.4839	0	-0.1628
正当中	1	0	-0.1933	1	0.4839	0	-0.1628
欢天喜地	1	0	-0.1933	1	0.4839	0	-0.1628
侧耳细听	1	0	-0.1933	1	0.4839	0	-0.1628
荤	1	0	-0.1933	1	0.4839	0	-0.1628
豆沙	1	0	-0.1933	1	0.4839	0	-0.1628
馅	1	0	-0.1933	1	0.4839	0	-0.1628
搀出	1	0	-0.1933	1	0.4839	0	-0.1628
彩衣	1	0	-0.1933	1	0.4839	0	-0.1628
绣服	1	0	-0.1933	1	0.4839	0	-0.1628
后房	1	0	-0.1933	1	0.4839	0	-0.1628
唐僧扶	1	0	-0.1933	1	0.4839	0	-0.1628
走向前去	1	0	-0.1933	1	0.4839	0	-0.1628
宽心	1	0	-0.1933	1	0.4839	0	-0.1628
比不上	1	0	-0.1933	1	0.4839	0	-0.1628
宫殿	1	0	-0.1933	1	0.4839	0	-0.1628
那般	1	0	-0.1933	1	0.4839	0	-0.1628
奢华	1	0	-0.1933	1	0.4839	0	-0.1628
清闲自在	1	0	-0.1933	1	0.4839	0	-0.1628
作个	1	0	-0.1933	1	0.4839	0	-0.1628
伴儿	1	0	-0.1933	1	0.4839	0	-0.1628
来个	1	0	-0.1933	1	0.4839	0	-0.1628
百岁	1	0	-0.1933	1	0.4839	0	-0.1628
和谐	1	0	-0.1933	1	0.4839	0	-0.1628
白头到老	1	0	-0.1933	1	0.4839	0	-0.1628
吃素	1	0	-0.1933	1	0.4839	0	-0.1628
上素	1	0	-0.1933	1	0.4839	0	-0.1628
孽畜	1	0	-0.1933	1	0.4839	0	-0.1628
怪口	1	0	-0.1933	1	0.4839	0	-0.1628
烟光	1	0	-0.1933	1	0.4839	0	-0.1628
唐僧藏	1	0	-0.1933	1	0.4839	0	-0.1628
亭门	1	0	-0.1933	1	0.4839	0	-0.1628
怎敢	1	0	-0.1933	1	0.4839	0	-0.1628
私入	1	0	-0.1933	1	0.4839	0	-0.1628
吾	1	0	-0.1933	1	0.4839	0	-0.1628
偷看	1	0	-0.1933	1	0.4839	0	-0.1628
老娘	1	0	-0.1933	1	0.4839	0	-0.1628
一叉	1	0	-0.1933	1	0.4839	0	-0.1628
使棒	1	0	-0.1933	1	0.4839	0	-0.1628
驾住	1	0	-0.1933	1	0.4839	0	-0.1628
且战且退	1	0	-0.1933	1	0.4839	0	-0.1628
打出	1	0	-0.1933	1	0.4839	0	-0.1628
鼻中	1	0	-0.1933	1	0.4839	0	-0.1628
出火	1	0	-0.1933	1	0.4839	0	-0.1628
内生	1	0	-0.1933	1	0.4839	0	-0.1628
烟	1	0	-0.1933	1	0.4839	0	-0.1628
抖	1	0	-0.1933	1	0.4839	0	-0.1628
一抖	1	0	-0.1933	1	0.4839	0	-0.1628
飞舞	1	0	-0.1933	1	0.4839	0	-0.1628
冲迎	1	0	-0.1933	1	0.4839	0	-0.1628
没头没脑	1	0	-0.1933	1	0.4839	0	-0.1628
地滚	1	0	-0.1933	1	0.4839	0	-0.1628
将来	1	0	-0.1933	1	0.4839	0	-0.1628
量	1	0	-0.1933	1	0.4839	0	-0.1628
毛人	1	0	-0.1933	1	0.4839	0	-0.1628
顶事	1	0	-0.1933	1	0.4839	0	-0.1628
三人斗	1	0	-0.1933	1	0.4839	0	-0.1628
数合	1	0	-0.1933	1	0.4839	0	-0.1628
不分胜负	1	0	-0.1933	1	0.4839	0	-0.1628
身一纵	1	0	-0.1933	1	0.4839	0	-0.1628
桩	1	0	-0.1933	1	0.4839	0	-0.1628
见事	1	0	-0.1933	1	0.4839	0	-0.1628
不妙	1	0	-0.1933	1	0.4839	0	-0.1628
便收	1	0	-0.1933	1	0.4839	0	-0.1628
愁眉苦脸	1	0	-0.1933	1	0.4839	0	-0.1628
为什么	1	0	-0.1933	1	0.4839	0	-0.1628
打时	1	0	-0.1933	1	0.4839	0	-0.1628
势	1	0	-0.1933	1	0.4839	0	-0.1628
你常	1	0	-0.1933	1	0.4839	0	-0.1628
夸口	1	0	-0.1933	1	0.4839	0	-0.1628
禁不住	1	0	-0.1933	1	0.4839	0	-0.1628
自从	1	0	-0.1933	1	0.4839	0	-0.1628
盗食	1	0	-0.1933	1	0.4839	0	-0.1628
蟠桃	1	0	-0.1933	1	0.4839	0	-0.1628
仙酒	1	0	-0.1933	1	0.4839	0	-0.1628
金丹	1	0	-0.1933	1	0.4839	0	-0.1628
玉帝差	1	0	-0.1933	1	0.4839	0	-0.1628
大力	1	0	-0.1933	1	0.4839	0	-0.1628
鬼王	1	0	-0.1933	1	0.4839	0	-0.1628
二十八宿	1	0	-0.1933	1	0.4839	0	-0.1628
押赴	1	0	-0.1933	1	0.4839	0	-0.1628
斗牛宫	1	0	-0.1933	1	0.4839	0	-0.1628
处斩	1	0	-0.1933	1	0.4839	0	-0.1628
砍	1	0	-0.1933	1	0.4839	0	-0.1628
斧	1	0	-0.1933	1	0.4839	0	-0.1628
锤	1	0	-0.1933	1	0.4839	0	-0.1628
敲剑击	1	0	-0.1933	1	0.4839	0	-0.1628
雷打	1	0	-0.1933	1	0.4839	0	-0.1628
火烧	1	0	-0.1933	1	0.4839	0	-0.1628
八卦	1	0	-0.1933	1	0.4839	0	-0.1628
炉里炼	1	0	-0.1933	1	0.4839	0	-0.1628
四十九日	1	0	-0.1933	1	0.4839	0	-0.1628
伤损	1	0	-0.1933	1	0.4839	0	-0.1628
弄伤	1	0	-0.1933	1	0.4839	0	-0.1628
儿国	1	0	-0.1933	1	0.4839	0	-0.1628
讨点	1	0	-0.1933	1	0.4839	0	-0.1628
既不肿	1	0	-0.1933	1	0.4839	0	-0.1628
没破	1	0	-0.1933	1	0.4839	0	-0.1628
不知死活	1	0	-0.1933	1	0.4839	0	-0.1628
出事	1	0	-0.1933	1	0.4839	0	-0.1628
权且	1	0	-0.1933	1	0.4839	0	-0.1628
娇媚	1	0	-0.1933	1	0.4839	0	-0.1628
之态	1	0	-0.1933	1	0.4839	0	-0.1628
黄金	1	0	-0.1933	1	0.4839	0	-0.1628
安乐	1	0	-0.1933	1	0.4839	0	-0.1628
值钱	1	0	-0.1933	1	0.4839	0	-0.1628
作为	1	0	-0.1933	1	0.4839	0	-0.1628
共享	1	0	-0.1933	1	0.4839	0	-0.1628
毫不	1	0	-0.1933	1	0.4839	0	-0.1628
老成	1	0	-0.1933	1	0.4839	0	-0.1628
成地	1	0	-0.1933	1	0.4839	0	-0.1628
不依	1	0	-0.1933	1	0.4839	0	-0.1628
气得	1	0	-0.1933	1	0.4839	0	-0.1628
鸡叫	1	0	-0.1933	1	0.4839	0	-0.1628
三遍	1	0	-0.1933	1	0.4839	0	-0.1628
痒	1	0	-0.1933	1	0.4839	0	-0.1628
叫战	1	0	-0.1933	1	0.4839	0	-0.1628
出得	1	0	-0.1933	1	0.4839	0	-0.1628
洞来	1	0	-0.1933	1	0.4839	0	-0.1628
野猪	1	0	-0.1933	1	0.4839	0	-0.1628
